EmpID,FirstName,LastName,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,AttritionValue,TerminationDescription,DepartmentType,Division,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
2178,Francis,Robbins,Production Technician I,Amy Hinton,francis.robbins@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Unknown,0,Other,Production       ,Fielders,MA,Engineer,Female,86281,Hispanic,Married,PIP,4
2179,Raphael,Solomon,Production Technician I,Christopher Gardner,raphael.solomon@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Retirement,1,Tree read security individual.,Production       ,Project Management - Con,MA,Supervisor,Female,28181,Black,Widowed,PIP,4
2180,Zariah,Castaneda,Production Technician I,Elizabeth Koch,zariah.castaneda@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Resignation,1,Cultural later per thank.,Production       ,Field Operations,MA,Technician,Female,74027,Hispanic,Widowed,PIP,5
2181,Trevin,Lambert,Production Technician I,Nathaniel Harvey,trevin.lambert@bilearner.com,BPC,Active,Contract,Zone A,Temporary,Resignation,1,Every maybe feel court.,Production       ,Field Operations,MA,Foreman,Female,94011,Black,Single,PIP,5
2182,Nathalie,Hays,Production Technician I,Sharon Thompson,nathalie.hays@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Unknown,0,Other,Production       ,General - Eng,MA,Engineer,Female,96129,Black,Widowed,Exceeds,4
2183,Bria,Bush,Production Technician I,Vickie Garrett,bria.bush@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Unknown,0,Other,Production       ,Finance & Accounting,MA,Manager,Female,81415,White,Divorced,Exceeds,5
2184,Mason,Brewer,Production Technician I,Jeremy Ritter,mason.brewer@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Retirement,1,Line operation form notice.,Production       ,Aerial,MA,Laborer,Female,22258,Other,Divorced,Exceeds,2
2185,Salvatore,Snyder,Production Technician II,Todd Henson,salvatore.snyder@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,1,Lawyer her author poor. Person determine before.,Production       ,Aerial,MA,Groundman,Female,13138,Asian,Single,Exceeds,5
2186,Vivian,Hickman,Production Technician II,Nathan Bush,vivian.hickman@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Voluntary,1,Speech street suggest call edge.,Production       ,Field Operations,MA,Technician,Male,74447,Hispanic,Married,Exceeds,1
2187,Amaris,Kirk,Production Technician II,Erica Wilson,amaris.kirk@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Unknown,0,Other,Production       ,Engineers,MA,Program Manager,Female,31571,Hispanic,Married,Exceeds,5
2188,Grant,York,Production Technician II,Patrick Garner,grant.york@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Involuntary,1,Minute accept the must.,Production       ,Field Operations,MA,Laborer,Female,1509,Black,Married,Exceeds,2
2189,Tyree,Mahoney,Production Technician II,Daniel Mullins,tyree.mahoney@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Unknown,0,Other,Production       ,Shop (Fleet),MA,Shop,Female,15861,White,Divorced,Needs Improvement,5
2190,Kimberly,Horn,Production Technician II,Steven Kennedy,kimberly.horn@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,1,Ago determine fact itself. Act employee but.,Production       ,General - Con,MA,Laborer,Female,46637,Asian,Single,Needs Improvement,5
2191,Paul,Moreno,Production Technician II,Joshua Nguyen,paul.moreno@bilearner.com,EW,Active,Contract,Zone C,Part-Time,Retirement,1,Kid oil news part.,Production       ,Engineers,MA,Engineer,Female,47342,Asian,Married,Needs Improvement,5
2192,Macey,Christian,Production Technician II,Robert Wallace,macey.christian@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Voluntary,1,Economy instead sense.,Production       ,General - Con,MA,Administration,Female,41219,Black,Divorced,Needs Improvement,1
2193,Joel,Bowen,Production Technician I,Carol Ingram,joel.bowen@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,1,Design and respond dog true knowledge.,Production       ,Field Operations,MA,Laborer,Male,67704,White,Married,Needs Improvement,4
2194,Isis,Vega,Production Technician I,Deanna Diaz,isis.vega@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Unknown,0,Other,Production       ,Field Operations,MA,Laborer,Female,57434,Other,Widowed,Needs Improvement,2
2195,Josie,Mercer,Production Technician I,Traci Dillon,josie.mercer@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Voluntary,1,Popular but sort training region everybody.,Production       ,Underground,MA,Laborer,Female,46366,Black,Single,Needs Improvement,2
2196,Ellie,Ortega,Production Technician I,Steven Valdez,ellie.ortega@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,1,Part not culture news. Here enter must.,Production       ,Underground,MA,Operator,Male,15989,White,Single,Needs Improvement,5
2197,Adrien,Maddox,Production Technician I,Tamara Humphrey,adrien.maddox@bilearner.com,SVG,Voluntarily Terminated,Contract,Zone C,Full-Time,Involuntary,1,Two job continue often public often.,Production       ,Wireline Construction,MA,Operator,Female,77437,Asian,Divorced,Needs Improvement,4
2198,Landyn,Velez,Production Technician I,Joseph Bell,landyn.velez@bilearner.com,EW,Active,Contract,Zone B,Temporary,Retirement,1,Friend country free.,Production       ,Field Operations,MA,Driver,Female,63184,White,Single,Exceeds,1
2199,Lilly,Haynes,Production Technician I,Catherine Spencer,lilly.haynes@bilearner.com,MSC,Active,Full-Time,Zone C,Full-Time,Unknown,0,Other,Production       ,General - Con,MA,Manager,Female,15120,White,Divorced,Exceeds,4
2200,Bianca,Cardenas,Production Technician I,Raven Jackson,bianca.cardenas@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Unknown,0,Other,Production       ,Field Operations,MA,Laborer,Female,4751,Asian,Single,Exceeds,4
2201,Cayden,Bartlett,Production Technician I,Linda Mills,cayden.bartlett@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Unknown,0,Other,Production       ,Project Management - Con,MA,Technician,Male,37225,Other,Married,Exceeds,2
2202,Desiree,Walker,Production Technician I,Sandra Hawkins,desiree.walker@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Unknown,0,Other,Production       ,Project Management - Con,MA,Project Manager,Female,92017,Asian,Married,Exceeds,4
2203,Colton,Le,Production Technician I,Richard Jones,colton.le@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,1,Together three executive compare.,Production       ,General - Con,MA,Technician,Female,42742,Asian,Married,Exceeds,1
2204,Leonidas,Bridges,Production Technician I,Lee Crawford,leonidas.bridges@bilearner.com,PL,Active,Part-Time,Zone B,Part-Time,Retirement,1,Natural event religious during article total.,Production       ,Shop (Fleet),MA,Supervisor,Female,58905,Other,Divorced,Needs Improvement,2
2205,Gia,Franco,Production Technician I,Jason Boyd,gia.franco@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Involuntary,1,Article machine reflect land lose simply medical.,Production       ,General - Sga,MA,Administrator,Female,32235,Black,Divorced,Needs Improvement,4
2206,Audrina,Williams,Production Technician I,Tracey Scott,audrina.williams@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Unknown,0,Other,Production       ,Field Operations,MA,Tower Hand,Female,40461,Other,Widowed,Needs Improvement,5
2207,Sam,Knight,Production Technician I,Juan Owens,sam.knight@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Unknown,0,Other,Production       ,Field Operations,MA,Welder,Female,97669,Black,Divorced,Needs Improvement,5
2208,Lisa,Galia,IT Support,Keith Fisher,lisa.galia@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unknown,0,Other,IT/IS,Fielders,CT,Technician,Female,6040,Other,Married,Needs Improvement,5
2209,Rick,Clayton,IT Support,Aaron Ramos,rick.clayton@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Unknown,0,Other,IT/IS,Wireline Construction,MA,Groundman,Male,2170,Black,Widowed,Needs Improvement,5
2210,Julia,Soto,IT Support,Kimberly Frazier,julia.soto@bilearner.com,PL,Active,Part-Time,Zone C,Temporary,Resignation,1,Quite able race more friend voice choice.,IT/IS,Wireline Construction,MA,Vp,Female,2360,Black,Single,Exceeds,4
2211,Leonara,Lindsay,IT Support,Matthew Wood,leonara.lindsay@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unknown,0,Other,IT/IS,Field Operations,CT,Administrator,Female,6070,White,Married,Exceeds,5
2212,Savanna,Mayo,IT Support,Amber Hoffman,savanna.mayo@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Involuntary,1,Possible shake fall type discover expert.,IT/IS,Field Operations,MA,Cfo,Female,74179,White,Widowed,Exceeds,1
2213,Branden,Khan,IT Support,David Kennedy,branden.khan@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Retirement,1,You suggest area.,IT/IS,Shop (Fleet),MA,Shop,Female,8415,Asian,Married,Exceeds,5
2214,Aiden,Wade,IT Support,Amber Johnson,aiden.wade@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Resignation,1,Religious far child break thought watch.,IT/IS,Field Operations,MA,Tower Hand,Female,8196,Black,Married,Exceeds,4
2215,Conrad,Ochoa,IT Support,Susan Kelly,conrad.ochoa@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Resignation,1,Ten when myself hit off.,IT/IS,Engineers,MA,Engineer,Female,95814,Asian,Divorced,Exceeds,1
2216,Jaylyn,Bruce,IT Manager - Support,Lynn Fry,jaylyn.bruce@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Unknown,0,Other,IT/IS,General - Con,MA,Technician,Female,21899,Hispanic,Single,Exceeds,1
2217,Kaylie,Ayers,IT Manager - Infra,Donna Brown,kaylie.ayers@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Voluntary,1,Knowledge thank speak clearly.,IT/IS,People Services,CT,Director,Female,52244,Hispanic,Divorced,Exceeds,4
2218,Abdullah,Arellano,IT Manager - DB,Jacob Christian,abdullah.arellano@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Resignation,1,Quality heavy security nature amount take room.,IT/IS,Field Operations,MA,Foreman,Female,29237,Asian,Widowed,Exceeds,4
2219,Hazel,Lane,IT Support,Lance Torres,hazel.lane@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Retirement,1,Past really million address again forget.,IT/IS,Wireline Construction,MA,Laborer,Female,8635,Hispanic,Widowed,Exceeds,5
2220,Lilah,Harrison,IT Support,Charles Johnson,lilah.harrison@bilearner.com,EW,Active,Contract,Zone B,Temporary,Unknown,0,Other,IT/IS,General - Eng,MA,Engineer,Female,30879,Asian,Married,Exceeds,4
2221,Cedric,Sawyer,IT Support,Megan Walker,cedric.sawyer@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Unknown,0,Other,IT/IS,Field Operations,MA,Laborer,Female,49637,Hispanic,Single,Exceeds,4
2222,Caiden,Lam,IT Support,Scott Thomas,caiden.lam@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Resignation,1,End trouble tonight amount page reach debate.,IT/IS,Wireline Construction,MA,Laborer,Female,77955,Hispanic,Widowed,Exceeds,4
2223,Isla,Hawkins,IT Manager - Support,Jason Smith,isla.hawkins@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unknown,0,Other,IT/IS,Executive,MA,Vp,Female,43748,Asian,Widowed,Exceeds,2
2224,Hadley,Nash,IT Manager - Infra,Eric Clay,hadley.nash@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unknown,0,Other,IT/IS,Wireline Construction,CT,Groundman,Female,8958,Asian,Divorced,Exceeds,4
2225,Milo,Jensen,IT Manager - DB,Kimberly Rosales,milo.jensen@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unknown,0,Other,IT/IS,Engineers,MA,Project Manager,Male,84923,Black,Divorced,Exceeds,2
2226,Zechariah,Strong,IT Support,Daniel Blake,zechariah.strong@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Resignation,1,Clearly rule suddenly.,IT/IS,General - Eng,MA,Administrative,Female,73392,White,Married,Exceeds,1
2227,Raymond,Maldonado,IT Support,Timothy Young,raymond.maldonado@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Unknown,0,Other,IT/IS,Aerial,MA,Lineman,Female,13915,Black,Widowed,Needs Improvement,5
2228,Kayley,Romero,IT Support,Michael Webb,kayley.romero@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Resignation,1,Partner performance newspaper sense all where.,IT/IS,Wireless,MA,Laborer,Female,58630,White,Divorced,PIP,4
2229,Antonio,Gray,IT Support,Mitchell Wilson,antonio.gray@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unknown,0,Other,IT/IS,Underground,MA,Laborer,Female,11746,Asian,Divorced,PIP,4
2230,Kane,Mcfarland,IT Manager - Support,Jose Rivera,kane.mcfarland@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Unknown,0,Other,IT/IS,General - Con,CT,Supervisor,Female,51949,Hispanic,Married,Fully Meets,2
2231,Kylie,Ellis,IT Manager - Infra,Joshua Maxwell,kylie.ellis@bilearner.com,WBL,Active,Full-Time,Zone A,Part-Time,Unknown,0,Other,IT/IS,General - Con,CT,Laborer,Female,54795,Other,Single,Fully Meets,2
2232,Jovan,Giles,IT Manager - DB,Whitney Small,jovan.giles@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unknown,0,Other,IT/IS,Field Operations,MA,Engineer,Male,79191,Hispanic,Single,Fully Meets,5
2233,Sheldon,Castillo,IT Support,Wendy Khan,sheldon.castillo@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Unknown,0,Other,IT/IS,Splicing,MA,Lineman,Female,93777,Asian,Single,Fully Meets,1
2234,Ariel,Barnes,IT Support,William Phillips,ariel.barnes@bilearner.com,EW,Active,Part-Time,Zone C,Full-Time,Resignation,1,Particularly put occur. Approach often be.,IT/IS,Wireline Construction,MA,Laborer,Female,87474,Black,Married,Fully Meets,2
2235,Kyson,Grimes,IT Support,Elizabeth Peterson,kyson.grimes@bilearner.com,CCDR,Active,Full-Time,Zone B,Full-Time,Unknown,0,Other,IT/IS,Shop (Fleet),MA,Model Assistant,Female,37994,Other,Single,Fully Meets,1
2236,Princess,Long,IT Support,Amber Rocha,princess.long@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Involuntary,1,Choice learn town themselves cup experience.,IT/IS,Engineers,CT,Project Manager,Female,44145,Hispanic,Widowed,Fully Meets,1
2237,Lyla,Wong,IT Manager - Support,John Thomas,lyla.wong@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Resignation,1,Run vote behind factor father.,IT/IS,Underground,CT,Laborer,Female,25760,Other,Single,Fully Meets,2
2238,Shyanne,Livingston,IT Manager - Infra,April Burns,shyanne.livingston@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Resignation,1,Office little different tax down top.,IT/IS,Project Management - Con,CT,Purchasing,Male,55252,Hispanic,Widowed,Fully Meets,2
2239,Dario,Whitney,IT Manager - DB,Sean Hill,dario.whitney@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Retirement,1,Future where and.,IT/IS,Catv,MA,Manager,Male,62468,Asian,Divorced,Fully Meets,5
2240,Pedro,Nelson,IT Support,Erika Green,pedro.nelson@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Unknown,0,Other,IT/IS,Finance & Accounting,MA,Accounting,Female,91567,Hispanic,Married,Fully Meets,2
2241,Carlo,Carr,IT Support,David Velasquez,carlo.carr@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unknown,0,Other,IT/IS,Technology / It,MA,Engineer,Female,5139,Hispanic,Married,Fully Meets,2
2242,Aileen,Pacheco,IT Support,Alicia Farrell,aileen.pacheco@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Resignation,1,Performance paper teacher tree student.,IT/IS,Field Operations,MA,Runner,Female,48114,Hispanic,Married,Fully Meets,4
2243,Dorian,Wu,IT Support,Desiree Martinez,dorian.wu@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Involuntary,1,This bank out.,IT/IS,Finance & Accounting,CT,Accounting,Female,90316,Other,Married,Fully Meets,4
2244,Monica,Pham,IT Manager - Support,Jesse Archer,monica.pham@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Unknown,0,Other,IT/IS,Field Operations,CT,Driller,Female,47299,Other,Married,Fully Meets,4
2245,Londyn,Underwood,IT Manager - Infra,Mrs. Lori Petty MD,londyn.underwood@bilearner.com,WBL,Active,Part-Time,Zone C,Part-Time,Resignation,1,Later star one than within live.,IT/IS,Engineers,MA,Supervisor,Male,54056,Black,Divorced,Fully Meets,5
2246,Britney,Logan,IT Manager - DB,Paul Robertson,britney.logan@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Resignation,1,Expect kitchen even anyone. Without agent she.,IT/IS,Field Operations,MA,Technician,Male,7728,White,Divorced,Fully Meets,4
2247,Alessandra,Novak,IT Support,William Murray,alessandra.novak@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Resignation,1,Three sell often star.,IT/IS,Fielders,MA,Engineer,Female,70092,Hispanic,Widowed,Fully Meets,2
2248,Ariel,Powers,IT Support,Corey Fletcher,ariel.powers@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Retirement,1,Adult wind join time memory customer.,IT/IS,Field Operations,MA,Laborer,Female,71142,Hispanic,Widowed,Fully Meets,2
2249,Jewel,Bryant,IT Support,James Rhodes,jewel.bryant@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Voluntary,1,Only movie ability wait according.,IT/IS,Field Operations,MA,Laborer,Female,2760,Black,Divorced,Fully Meets,4
2250,Irene,Kim,IT Support,Peter Williams,irene.kim@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Involuntary,1,Money read truth determine remain Mrs.,IT/IS,Aerial,CT,Groundman,Female,13557,Asian,Married,Fully Meets,5
2251,Carla,Willis,IT Manager - Support,Bradley Gray,carla.willis@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Unknown,0,Other,IT/IS,Project Management - Con,MA,Program Manager,Female,81938,Hispanic,Divorced,Fully Meets,2
2252,Ricardo,Fitzgerald,IT Manager - Infra,Sarah Robinson,ricardo.fitzgerald@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Unknown,0,Other,IT/IS,Field Operations,MA,Coordinator,Male,73648,White,Widowed,Fully Meets,4
2253,Steven,Jarvis,IT Support,Mark Parker,steven.jarvis@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Unknown,0,Other,IT/IS,Field Operations,MA,Technician,Female,73024,Other,Single,Fully Meets,1
2254,Benjamin,Marquez,IT Support,Mrs. Jessica Whitehead,benjamin.marquez@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Unknown,0,Other,IT/IS,General - Sga,MA,Administrator,Female,44031,Hispanic,Single,Fully Meets,2
2255,Gabrielle,Mercer,IT Support,Jose Jordan,gabrielle.mercer@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Involuntary,1,This focus strategy behind among this.,IT/IS,Wireline Construction,MA,Lineman,Female,67812,Hispanic,Single,Fully Meets,2
2256,Kaylyn,Pham,IT Support,Dawn Smith DDS,kaylyn.pham@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Unknown,0,Other,IT/IS,Field Operations,CT,Driller,Female,67840,Asian,Widowed,Fully Meets,5
2257,Ingrid,Lucero,IT Manager - Support,Meredith Martin,ingrid.lucero@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Voluntary,1,Teach yard style bed relate seat.,IT/IS,General - Eng,MA,Administrative,Male,77019,White,Married,Fully Meets,2
2258,Keshawn,Gilmore,IT Manager - Infra,Jodi Wheeler,keshawn.gilmore@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unknown,0,Other,IT/IS,Engineers,MA,Engineer,Male,88137,White,Widowed,Fully Meets,2
2259,Connor,Wang,IT Support,Robert Morrow,connor.wang@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Unknown,0,Other,IT/IS,General - Eng,MA,Drafter,Female,76781,Hispanic,Divorced,Fully Meets,1
2260,Rocco,Vaughan,IT Support,Victor Armstrong,rocco.vaughan@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Voluntary,1,Stay moment go try. Trouble morning skin join.,IT/IS,Engineers,MA,Billing,Female,17501,Hispanic,Widowed,Fully Meets,1
2261,Samuel,Jennings,IT Support,Gregory Brown,samuel.jennings@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,Unknown,0,Other,IT/IS,Wireline Construction,CT,Foreman,Female,24054,Black,Divorced,Fully Meets,2
2262,Shane,Harper,IT Support,Andrea Clark,shane.harper@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Unknown,0,Other,IT/IS,Engineers,CT,Engineer,Female,84506,Other,Divorced,Fully Meets,2
2263,Kali,Yates,IT Manager - Support,Casey Galvan,kali.yates@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unknown,0,Other,IT/IS,General - Sga,MA,Assistant,Male,10273,Hispanic,Single,Fully Meets,2
2264,Piper,Guzman,IT Manager - Infra,Joseph Underwood,piper.guzman@bilearner.com,WBL,Active,Part-Time,Zone A,Part-Time,Involuntary,1,Cultural responsibility whose wear.,IT/IS,Executive,MA,Manager,Male,4377,White,Single,Fully Meets,5
2265,Halle,Pena,IT Support,Chelsea Smith,halle.pena@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Unknown,0,Other,IT/IS,Field Operations,MA,Construction Manager,Female,87370,Hispanic,Single,Fully Meets,1
2266,Jameson,Eaton,IT Support,Timothy Owens,jameson.eaton@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Resignation,1,Chair out man man.,IT/IS,Field Operations,MA,Construction Manager,Female,84988,Other,Single,Fully Meets,5
2267,Antony,Brandt,IT Support,Jennifer Watts,antony.brandt@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Unknown,0,Other,IT/IS,General - Con,CT,Technician,Female,43148,Hispanic,Divorced,Fully Meets,4
2268,Armani,Rogers,IT Support,Kelly Waters,armani.rogers@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Resignation,1,Real build something family save.,IT/IS,General - Con,CT,Technician,Male,58818,White,Single,Fully Meets,2
2269,Jacoby,Lyons,IT Manager - Support,Beverly Ramirez,jacoby.lyons@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Resignation,1,Type three hear court street sport key.,IT/IS,Executive,MA,Ceo,Male,42997,Hispanic,Divorced,Fully Meets,1
2270,Dylan,Livingston,IT Support,David Rose PhD,dylan.livingston@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Resignation,1,Significant issue rich air race.,IT/IS,Project Management - Con,MA,Manager,Female,93829,Asian,Single,Fully Meets,4
2271,Raelynn,Compton,IT Support,Jared Conley,raelynn.compton@bilearner.com,SVG,Active,Full-Time,Zone A,Temporary,Unknown,0,Other,IT/IS,Field Operations,MA,Tower Hand,Female,48655,Hispanic,Single,Fully Meets,2
2272,Darryl,Richmond,IT Support,Daniel Simpson,darryl.richmond@bilearner.com,TNS,Active,Part-Time,Zone C,Full-Time,Retirement,1,Turn left degree audience fly present.,IT/IS,Field Operations,CT,Laborer,Female,62715,Black,Divorced,Fully Meets,2
2273,Ana,Stafford,IT Support,Kenneth Chavez,ana.stafford@bilearner.com,WBL,Active,Full-Time,Zone A,Part-Time,Resignation,1,Field have cup because military.,IT/IS,Project Management - Eng,CT,Planner,Male,75785,Other,Divorced,Fully Meets,4
2274,Carlos,Mccoy,IT Manager - Support,Carlos Clarke,carlos.mccoy@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Unknown,0,Other,IT/IS,Aerial,MA,Lineman,Male,52491,Other,Widowed,Fully Meets,4
2275,Michael,Albert,Production Manager,Daniel Garcia,michael.albert@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unknown,0,Other,Production       ,Yard (Material Handling),MA,Runner,Male,2169,Asian,Married,Fully Meets,2
2276,Courtney E,Wallace,Production Manager,Danielle Graham,courtney e.wallace@bilearner.com,TNS,Active,Full-Time,Zone B,Temporary,Unknown,0,Other,Production       ,Project Management - Con,MA,Project Manager,Female,2478,White,Divorced,Fully Meets,1
2277,Amy,Dunn,Production Manager,Thomas Boyle,amy.dunn@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Unknown,0,Other,Production       ,Field Operations,MA,Technician,Female,1731,Hispanic,Widowed,Fully Meets,5
2278,Kissy,Sullivan,Production Manager,Mark Moody DVM,kissy.sullivan@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Unknown,0,Other,Production       ,Wireless,MA,Operator,Female,1776,White,Widowed,Fully Meets,4
2279,Walter,Immediato,Production Manager,Lance Green,walter.immediato@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Unknown,0,Other,Production       ,Safety,MA,Safety,Male,2128,Other,Divorced,Fully Meets,1
2280,Ebonee,Peterson,Production Manager,Brittany Thompson,ebonee.peterson@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,1,Maybe establish real still.,Production       ,Catv,MA,Foreman,Female,2030,White,Married,Fully Meets,4
2281,Elijiah,Gray,Production Manager,Shannon Klein,elijiah.gray@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unknown,0,Other,Production       ,Field Operations,MA,Laborer,Male,1752,Hispanic,Single,Fully Meets,4
2282,Charles,Bozzi,Production Manager,Richard Jackson,charles.bozzi@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unknown,0,Other,Production       ,Fielders,MA,Engineer,Male,1901,Asian,Single,Fully Meets,4
2283,Sean,Quinn,Shared Services Manager,Michael Stevenson,sean.quinn@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,1,Available area dog Republican big town left.,Admin Offices,Field Operations,MA,Technician,Male,2045,White,Single,Fully Meets,4
2284,Jennifer,Zamora,CIO,Jim Lee,jennifer.zamora@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unknown,0,Other,IT/IS,Wireline Construction,MA,Foreman,Female,2067,Other,Widowed,Fully Meets,2
2285,Webster L,Butler,Production Manager,Thomas Green,webster l.butler@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unknown,0,Other,Production       ,Project Management - Con,MA,Coordinator,Male,2169,Other,Single,Fully Meets,5
2286,Brannon,Miller,Production Manager,Jonathan Nguyen,brannon.miller@bilearner.com,NEL,Active,Contract,Zone B,Temporary,Voluntary,1,Place doctor be water message activity.,Production       ,General - Eng,MA,Specialist,Male,2045,Black,Divorced,Fully Meets,2
2287,Ketsia,Liebig,Production Manager,James Hunt,ketsia.liebig@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Involuntary,1,Rise she since boy.,Production       ,General - Con,MA,Technician,Female,2110,White,Single,Fully Meets,2
2288,Kelley,Spirea,Production Manager,Laura Mccarty,kelley.spirea@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Involuntary,1,Foreign thank people.,Production       ,Fielders,MA,Engineer,Female,2451,Black,Divorced,Fully Meets,5
2289,Brandon R,LeBlanc,Shared Services Manager,James Reynolds,brandon r.leblanc@bilearner.com,BPC,Active,Full-Time,Zone A,Part-Time,Unknown,0,Other,Admin Offices,Field Operations,MA,Laborer,Male,1460,White,Single,Fully Meets,4
